%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=212885, 2020/04/13 16:28:47.85)
1 11 5.099808e+00 9.683661e-01 2.633928e-01 2.633928e-01 3.470271e-01 3.804002e-01 4.555511e-01 5.164494e-01 9.683661e-01 
2 21 4.698028e+00 8.898245e-01 2.601399e-01 2.601399e-01 3.509157e-01 3.807778e-01 4.495595e-01 5.268741e-01 8.898245e-01 
3 31 5.436685e+00 8.498655e-01 2.685222e-01 2.685222e-01 3.443794e-01 3.903424e-01 4.519802e-01 5.655555e-01 8.498655e-01 
4 41 6.223011e+00 8.431544e-01 2.610060e-01 2.610060e-01 3.658656e-01 3.812021e-01 4.859688e-01 5.714587e-01 8.431544e-01 
5 51 5.811294e+00 8.514323e-01 2.586492e-01 2.586492e-01 3.574368e-01 3.681246e-01 4.885609e-01 5.600684e-01 8.514323e-01 
6 61 5.336001e+00 7.906482e-01 2.532811e-01 2.532811e-01 3.517201e-01 3.709991e-01 4.726090e-01 5.592549e-01 7.906482e-01 
7 71 5.072743e+00 7.493276e-01 2.523667e-01 2.523667e-01 3.538330e-01 3.638736e-01 4.627402e-01 5.431921e-01 7.493276e-01 
8 81 4.308843e+00 7.093515e-01 2.515888e-01 2.515888e-01 3.395163e-01 3.525620e-01 4.516194e-01 5.369359e-01 7.093515e-01 
9 91 4.344063e+00 6.902763e-01 2.663920e-01 2.663920e-01 3.269224e-01 3.419383e-01 4.385975e-01 5.298880e-01 6.902763e-01 
10 101 3.761643e+00 6.526641e-01 2.599580e-01 2.599580e-01 3.133781e-01 3.313043e-01 4.306414e-01 5.249941e-01 6.526641e-01 
11 111 3.440511e+00 6.307103e-01 2.630153e-01 2.630153e-01 3.000742e-01 3.339563e-01 4.225200e-01 5.098377e-01 6.307103e-01 
12 121 3.281436e+00 6.533183e-01 2.559514e-01 2.559514e-01 2.705987e-01 3.370883e-01 4.107352e-01 5.142951e-01 6.533183e-01 
13 131 3.079114e+00 6.427230e-01 2.499994e-01 2.499994e-01 2.693406e-01 3.275759e-01 4.237664e-01 4.911056e-01 6.427230e-01 
14 141 2.953924e+00 6.470870e-01 2.409417e-01 2.409417e-01 2.589315e-01 3.295908e-01 4.292847e-01 4.909649e-01 6.470870e-01 
15 151 2.849548e+00 6.371462e-01 2.344869e-01 2.344869e-01 2.496172e-01 3.175989e-01 4.648359e-01 5.090725e-01 6.371462e-01 
16 161 2.816984e+00 6.438064e-01 2.351066e-01 2.351066e-01 2.442442e-01 3.069918e-01 4.627384e-01 4.891567e-01 6.438064e-01 
17 171 2.552812e+00 6.197274e-01 2.277244e-01 2.277244e-01 2.426161e-01 3.121377e-01 4.418854e-01 4.872672e-01 6.197274e-01 
18 181 2.368804e+00 6.376785e-01 2.099464e-01 2.099464e-01 2.480879e-01 3.073105e-01 4.243950e-01 4.825164e-01 6.376785e-01 
19 191 1.982481e+00 6.304469e-01 2.010185e-01 2.010185e-01 2.361294e-01 2.974602e-01 4.144121e-01 4.795337e-01 6.304469e-01 
20 201 1.598573e+00 6.163003e-01 1.916726e-01 1.916726e-01 2.299775e-01 2.856684e-01 3.931121e-01 4.610723e-01 6.163003e-01 
21 211 1.553800e+00 6.279615e-01 1.868918e-01 1.868918e-01 2.280614e-01 2.733115e-01 3.889146e-01 4.731179e-01 6.279615e-01 
22 221 1.578083e+00 6.217852e-01 1.791453e-01 1.791453e-01 2.339921e-01 2.803754e-01 3.844908e-01 4.723869e-01 6.217852e-01 
23 231 1.236508e+00 6.095968e-01 1.700742e-01 1.700742e-01 2.304587e-01 2.848222e-01 3.913162e-01 4.527149e-01 6.095968e-01 
24 241 1.084805e+00 6.063338e-01 1.629655e-01 1.629655e-01 2.231542e-01 2.805402e-01 3.823460e-01 4.575949e-01 6.063338e-01 
25 251 1.163398e+00 5.894705e-01 1.561066e-01 1.561066e-01 2.324963e-01 2.871157e-01 3.761767e-01 4.944594e-01 5.894705e-01 
26 261 1.262800e+00 6.296974e-01 1.530144e-01 1.530144e-01 2.348157e-01 2.858852e-01 3.749248e-01 4.915803e-01 6.296974e-01 
27 271 1.174010e+00 6.181793e-01 1.480746e-01 1.480746e-01 2.347863e-01 2.843845e-01 3.666443e-01 4.878293e-01 6.181793e-01 
28 281 1.157344e+00 6.152416e-01 1.371624e-01 1.371624e-01 2.219412e-01 2.783739e-01 3.616814e-01 5.015955e-01 6.152416e-01 
29 291 9.811398e-01 5.952193e-01 1.317451e-01 1.317451e-01 2.159624e-01 2.738943e-01 3.509176e-01 5.004437e-01 5.952193e-01 
30 301 8.942049e-01 5.830213e-01 1.276730e-01 1.276730e-01 2.173647e-01 2.629447e-01 3.509608e-01 5.043691e-01 5.830213e-01 
31 311 7.915265e-01 5.725862e-01 1.213764e-01 1.213764e-01 2.111641e-01 2.691438e-01 3.407672e-01 4.928971e-01 5.725862e-01 
32 321 6.927219e-01 5.806498e-01 1.169486e-01 1.169486e-01 2.037033e-01 2.678142e-01 3.330940e-01 4.970852e-01 5.806498e-01 
33 331 6.186303e-01 5.779759e-01 1.082820e-01 1.082820e-01 2.037711e-01 2.642025e-01 3.288378e-01 4.779210e-01 5.779759e-01 
34 341 5.936682e-01 5.673581e-01 9.929411e-02 9.929411e-02 2.160114e-01 2.542897e-01 3.221981e-01 4.643757e-01 5.673581e-01 
35 351 5.542512e-01 5.588544e-01 9.414137e-02 9.414137e-02 2.116459e-01 2.494328e-01 3.267852e-01 4.554906e-01 5.588544e-01 
36 361 6.206003e-01 6.060221e-01 8.781295e-02 8.781295e-02 2.282444e-01 2.459456e-01 3.234861e-01 4.411896e-01 6.060221e-01 
37 371 5.710485e-01 6.076266e-01 8.378468e-02 8.378468e-02 2.247692e-01 2.357646e-01 3.164156e-01 4.391478e-01 6.076266e-01 
38 381 4.557654e-01 6.279898e-01 8.006764e-02 8.006764e-02 2.177890e-01 2.271183e-01 3.088342e-01 4.281063e-01 6.279898e-01 
39 391 3.965457e-01 6.221482e-01 7.562275e-02 7.562275e-02 2.086312e-01 2.269311e-01 2.984195e-01 4.214907e-01 6.221482e-01 
40 401 3.295508e-01 6.374243e-01 7.049764e-02 7.049764e-02 2.031077e-01 2.206273e-01 2.937313e-01 4.119794e-01 6.374243e-01 
41 411 2.971185e-01 6.113051e-01 6.713898e-02 6.713898e-02 2.026986e-01 2.214710e-01 2.834528e-01 4.022876e-01 6.113051e-01 
42 421 3.093366e-01 5.999914e-01 6.235276e-02 6.235276e-02 1.924836e-01 2.413942e-01 2.781126e-01 4.015603e-01 5.999914e-01 
43 431 3.155226e-01 5.854046e-01 5.907023e-02 5.907023e-02 1.896780e-01 2.456912e-01 2.703264e-01 3.982746e-01 5.854046e-01 
44 441 3.094833e-01 5.788087e-01 5.554252e-02 5.554252e-02 1.880085e-01 2.486987e-01 2.707008e-01 3.916996e-01 5.788087e-01 
45 451 3.072014e-01 5.738585e-01 5.236794e-02 5.236794e-02 1.816054e-01 2.411915e-01 2.810643e-01 3.907004e-01 5.738585e-01 
46 461 2.959148e-01 5.668006e-01 4.989064e-02 4.989064e-02 1.794296e-01 2.445713e-01 2.760750e-01 3.800467e-01 5.668006e-01 
47 471 2.579750e-01 5.631420e-01 4.682731e-02 4.682731e-02 1.807390e-01 2.445674e-01 2.762590e-01 3.684661e-01 5.631420e-01 
48 481 2.405283e-01 5.485224e-01 4.351249e-02 4.351249e-02 1.809713e-01 2.444808e-01 2.651126e-01 3.654627e-01 5.485224e-01 
