%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=212885, 2020/04/13 16:28:47.85)
50 501 2.649109e-01 1.594714e+01  1.697717366937325334e+00  1.697717366937325334e+00  1.708748693041828748e+00  1.738147427489330044e+00
51 511 2.481669e-01 1.643121e+01  1.694826657670989611e+00  1.694826657670989611e+00  1.725726144305655296e+00  1.778980778316384903e+00
52 521 2.108786e-01 1.687855e+01  1.694826657670989611e+00  1.695079659831351560e+00  1.708126885961867902e+00  1.863083380066955508e+00
53 531 2.182633e-01 1.747199e+01  1.694826657670989611e+00  1.696867443099395745e+00  1.710705386482060941e+00  1.733412373069295187e+00
54 541 2.433938e-01 1.851846e+01  1.693478051023834530e+00  1.693478051023834530e+00  1.704395623362396250e+00  1.714252647895013304e+00
55 551 2.391243e-01 1.898329e+01  1.691903615884101653e+00  1.691903615884101653e+00  1.702199795868861276e+00  1.765957333677489416e+00
56 561 2.701883e-01 2.003099e+01  1.685546199588437766e+00  1.685546199588437766e+00  1.701117165927137798e+00  1.735815124302052093e+00
57 571 3.071979e-01 2.058360e+01  1.685546199588437766e+00  1.686943147810618937e+00  1.702504658104070145e+00  1.708738244946584883e+00
58 581 3.031153e-01 2.058894e+01  1.685546199588437766e+00  1.685955943317738237e+00  1.697300304745336330e+00  1.715494720198681433e+00
59 591 2.810016e-01 2.159446e+01  1.681802889505036980e+00  1.681802889505036980e+00  1.689788002092591501e+00  1.732308956812039780e+00
60 601 2.839118e-01 2.176177e+01  1.678832439983078739e+00  1.678832439983078739e+00  1.686608568902006056e+00  1.712165865265582232e+00
61 611 2.920706e-01 2.433392e+01  1.673374176944245395e+00  1.673374176944245395e+00  1.683558533614310404e+00  1.735964908431521181e+00
62 621 2.790422e-01 2.429931e+01  1.673374176944245395e+00  1.675204415123873414e+00  1.680667758762688813e+00  1.755778644236941188e+00
63 631 2.858515e-01 2.438068e+01  1.663620105968537821e+00  1.663620105968537821e+00  1.680180371223323199e+00  1.698608982908733189e+00
64 641 3.157636e-01 2.453056e+01  1.657673209629209055e+00  1.657673209629209055e+00  1.673396648868449077e+00  1.692095752729771529e+00
65 651 3.812702e-01 2.686670e+01  1.648486920317345339e+00  1.648486920317345339e+00  1.660867511614517067e+00  1.688392891577532806e+00
66 661 4.628372e-01 3.199765e+01  1.628366925936764575e+00  1.628366925936764575e+00  1.662288722502514027e+00  1.694752920968248810e+00
67 671 5.232235e-01 3.246960e+01  1.628366925936764575e+00  1.641661934400676648e+00  1.679669994191140603e+00  1.900075454015954124e+00
68 681 4.863314e-01 3.331319e+01  1.625928386977177453e+00  1.625928386977177453e+00  1.681327963639620338e+00  1.910065144462854914e+00
69 691 4.674073e-01 3.409303e+01  1.611004284537011166e+00  1.611004284537011166e+00  1.644630537318195529e+00  1.727393254596137906e+00
70 701 4.249392e-01 3.496466e+01  1.611004284537011166e+00  1.611782426212412522e+00  1.647303467144689781e+00  1.794941888630170901e+00
71 711 3.750701e-01 3.465207e+01  1.611004284537011166e+00  1.615563825121435926e+00  1.648752629252495439e+00  1.699163219893077059e+00
72 721 3.552216e-01 3.477424e+01  1.601499668995600922e+00  1.601499668995600922e+00  1.621386925864496176e+00  1.716457624317331288e+00
73 731 3.251541e-01 3.320634e+01  1.601499668995600922e+00  1.607213886002003322e+00  1.658404408689459153e+00  1.815645625302153565e+00
74 741 3.526367e-01 2.969998e+01  1.601499668995600922e+00  1.607676289030860683e+00  1.614073121556333312e+00  1.727943242480201036e+00
75 751 4.142637e-01 2.943629e+01  1.593069166989537599e+00  1.593069166989537599e+00  1.614282103429443005e+00  1.708564588751533497e+00
76 761 4.394043e-01 2.790738e+01  1.591427640040278479e+00  1.591427640040278479e+00  1.618804661782862642e+00  1.650632762261410313e+00
77 771 4.604579e-01 2.758646e+01  1.581960574410527620e+00  1.581960574410527620e+00  1.632431248118219269e+00  1.760745126247176495e+00
78 781 5.001966e-01 2.771216e+01  1.581301831470889097e+00  1.581301831470889097e+00  1.602699294903781713e+00  1.797545186321362953e+00
79 791 4.563130e-01 2.662098e+01  1.581301831470889097e+00  1.594123688058743049e+00  1.616111353437371889e+00  1.645148689542195841e+00
80 801 4.323646e-01 2.779613e+01  1.578780649467500519e+00  1.578780649467500519e+00  1.622000649492754576e+00  1.697987773836637349e+00
81 811 4.465990e-01 2.623488e+01  1.578577159375625039e+00  1.578577159375625039e+00  1.623058880518603031e+00  1.985829444527743792e+00
82 821 4.301516e-01 2.848783e+01  1.573490730319216935e+00  1.573490730319216935e+00  1.621436836569025486e+00  1.916062565905596760e+00
83 831 4.579020e-01 2.808005e+01  1.559564604387949194e+00  1.559564604387949194e+00  1.590938369583204004e+00  1.793114660233948499e+00
84 841 4.920417e-01 2.930004e+01  1.559564604387949194e+00  1.563401531286813473e+00  1.589366044753903751e+00  1.849660751326408503e+00
85 851 5.181527e-01 3.048794e+01  1.559564604387949194e+00  1.560749020455095781e+00  1.579059251630324567e+00  1.722784652110962877e+00
86 861 5.179073e-01 2.796150e+01  1.558923030214712568e+00  1.558923030214712568e+00  1.580492770523162172e+00  1.909117212921683127e+00
87 871 4.682894e-01 2.814566e+01  1.558923030214712568e+00  1.559469433391330595e+00  1.576009542968846100e+00  1.602012477253528688e+00
88 881 4.372006e-01 2.711162e+01  1.556374205547335743e+00  1.556374205547335743e+00  1.578908620229541704e+00  1.638873010674191333e+00
89 891 3.792846e-01 2.671752e+01  1.556374205547335743e+00  1.557924421969347106e+00  1.569539815160172713e+00  1.582152556962324930e+00
90 901 4.744950e-01 2.956772e+01  1.546329534610315859e+00  1.546329534610315859e+00  1.558168132418335183e+00  1.568583463516663334e+00
91 911 4.615806e-01 2.929507e+01  1.546329534610315859e+00  1.550168100652090208e+00  1.577245832897480327e+00  1.640232113201094188e+00
92 921 4.701850e-01 3.081434e+01  1.546329534610315859e+00  1.552571526376176791e+00  1.577927383074919199e+00  1.615202469157890564e+00
93 931 4.734980e-01 3.223986e+01  1.546329534610315859e+00  1.548711550948027593e+00  1.556698971004245369e+00  1.655501085729200961e+00
94 941 4.027145e-01 3.285468e+01  1.546329534610315859e+00  1.547102108725443959e+00  1.566199370213982256e+00  1.610039968502705365e+00
95 951 4.218711e-01 3.494665e+01  1.537427850954556474e+00  1.537427850954556474e+00  1.549964637595373507e+00  1.561465928385195268e+00
96 961 4.228958e-01 3.880062e+01  1.536774201219816893e+00  1.536774201219816893e+00  1.550910234178435765e+00  1.580606060875008101e+00
97 971 4.576082e-01 4.585357e+01  1.534013269237016086e+00  1.534013269237016086e+00  1.538359523642384818e+00  1.561032837948791219e+00
98 981 4.995730e-01 4.589138e+01  1.533871441805085167e+00  1.533871441805085167e+00  1.544120748599522974e+00  1.590521323709899626e+00
99 991 5.810028e-01 4.532308e+01  1.524839116481169432e+00  1.524839116481169432e+00  1.540646515817109652e+00  1.591330590859058702e+00
100 1001 5.810174e-01 4.691542e+01  1.524839116481169432e+00  1.531179086196111427e+00  1.547840189578371106e+00  1.660893182478066832e+00
