%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=212885, 2020/04/13 16:28:47.85)
1 11 5.099808e+00 0 0 4.937971e+00 2.611662e+00 2.326012e+00 1.957129e+00 1.777441e+00 1.348481e+00 
2 21 4.698028e+00 0 0 4.179701e+00 2.433742e+00 2.119183e+00 1.791118e+00 1.691269e+00 1.234055e+00 
3 31 5.436685e+00 0 0 4.604377e+00 2.852507e+00 2.577229e+00 2.110342e+00 2.035631e+00 1.550668e+00 
4 41 6.223011e+00 0 0 5.129260e+00 3.303808e+00 3.091061e+00 2.400744e+00 2.690283e+00 1.729699e+00 
5 51 5.811294e+00 0 0 4.782319e+00 3.108424e+00 2.889687e+00 2.223610e+00 2.448783e+00 1.569183e+00 
6 61 5.336001e+00 0 0 4.100912e+00 2.830395e+00 2.564708e+00 2.092753e+00 2.125520e+00 1.424173e+00 
7 71 5.072743e+00 0 0 3.665174e+00 2.663039e+00 2.369307e+00 1.945857e+00 2.012141e+00 1.358374e+00 
8 81 4.308843e+00 0 0 2.940515e+00 2.242338e+00 1.946298e+00 1.603803e+00 1.660975e+00 1.144877e+00 
9 91 4.344063e+00 0 0 2.874834e+00 2.228486e+00 1.951428e+00 1.585819e+00 1.573953e+00 1.204905e+00 
10 101 3.761643e+00 0 0 2.371028e+00 1.883165e+00 1.646419e+00 1.347394e+00 1.302786e+00 1.029111e+00 
11 111 3.440511e+00 0 0 2.107691e+00 1.652946e+00 1.475627e+00 1.202974e+00 1.175422e+00 9.606620e-01 
12 121 3.281436e+00 0 0 2.012845e+00 1.556412e+00 1.442225e+00 1.171753e+00 1.113705e+00 9.003943e-01 
13 131 3.079114e+00 0 0 1.824691e+00 1.444859e+00 1.381945e+00 1.070764e+00 1.011401e+00 8.408835e-01 
14 141 2.953924e+00 0 0 1.683244e+00 1.421241e+00 1.324582e+00 1.045909e+00 1.017901e+00 8.164363e-01 
15 151 2.849548e+00 0 0 1.584343e+00 1.417362e+00 1.343282e+00 9.868208e-01 1.014164e+00 7.751026e-01 
16 161 2.816984e+00 0 0 1.492683e+00 1.383153e+00 1.375187e+00 9.909949e-01 9.726243e-01 7.658271e-01 
17 171 2.552812e+00 0 0 1.273889e+00 1.254347e+00 1.211246e+00 8.854656e-01 8.641076e-01 6.965081e-01 
18 181 2.368804e+00 0 0 1.162798e+00 1.150144e+00 1.146926e+00 8.194533e-01 7.961813e-01 6.523892e-01 
19 191 1.982481e+00 0 0 9.668656e-01 9.474959e-01 9.389562e-01 6.591797e-01 6.716032e-01 5.165085e-01 
20 201 1.598573e+00 0 0 7.473141e-01 7.422350e-01 7.258139e-01 5.182410e-01 5.257173e-01 4.064648e-01 
21 211 1.553800e+00 0 0 7.516109e-01 7.161193e-01 6.884579e-01 5.199083e-01 5.306552e-01 3.798121e-01 
22 221 1.578083e+00 0 0 7.532724e-01 7.454881e-01 6.666726e-01 5.142323e-01 5.327892e-01 4.275534e-01 
23 231 1.236508e+00 0 0 5.737841e-01 5.794928e-01 5.182956e-01 3.873083e-01 4.132628e-01 3.326523e-01 
24 241 1.084805e+00 0 0 4.828366e-01 5.267575e-01 4.513482e-01 3.324008e-01 3.548086e-01 2.878582e-01 
25 251 1.163398e+00 0 0 5.141367e-01 5.890281e-01 4.698878e-01 3.663353e-01 3.888860e-01 3.048899e-01 
26 261 1.262800e+00 0 0 6.087445e-01 6.203909e-01 4.983939e-01 4.265856e-01 4.438394e-01 3.385310e-01 
27 271 1.174010e+00 0 0 5.613791e-01 5.614062e-01 4.546470e-01 3.939901e-01 4.050644e-01 3.183267e-01 
28 281 1.157344e+00 0 0 5.463552e-01 5.422740e-01 4.640990e-01 3.828408e-01 4.038400e-01 3.108004e-01 
29 291 9.811398e-01 0 0 4.501624e-01 4.568529e-01 3.843646e-01 3.152570e-01 3.314341e-01 2.572243e-01 
30 301 8.942049e-01 0 0 4.065938e-01 4.169524e-01 3.496637e-01 2.791179e-01 2.961395e-01 2.296835e-01 
31 311 7.915265e-01 0 0 3.540952e-01 3.571802e-01 3.067100e-01 2.410074e-01 2.608163e-01 1.994400e-01 
32 321 6.927219e-01 0 0 3.204254e-01 3.079060e-01 2.611652e-01 2.075577e-01 2.394083e-01 1.685572e-01 
33 331 6.186303e-01 0 0 2.849052e-01 2.657917e-01 2.280234e-01 1.832614e-01 2.078895e-01 1.520485e-01 
34 341 5.936682e-01 0 0 2.667701e-01 2.471811e-01 2.148441e-01 1.712812e-01 2.006512e-01 1.439736e-01 
35 351 5.542512e-01 0 0 2.464544e-01 2.219160e-01 2.032448e-01 1.567877e-01 1.878437e-01 1.300558e-01 
36 361 6.206003e-01 0 0 2.871375e-01 2.451962e-01 2.389587e-01 1.768438e-01 2.168878e-01 1.583251e-01 
37 371 5.710485e-01 0 0 2.661297e-01 2.235770e-01 2.154776e-01 1.587035e-01 1.996188e-01 1.433442e-01 
38 381 4.557654e-01 0 0 2.159589e-01 1.752999e-01 1.736282e-01 1.282991e-01 1.569347e-01 1.144426e-01 
39 391 3.965457e-01 0 0 1.867282e-01 1.500104e-01 1.468108e-01 1.062386e-01 1.381257e-01 9.673649e-02 
40 401 3.295508e-01 0 0 1.613137e-01 1.210090e-01 1.189226e-01 9.025902e-02 1.152992e-01 7.738063e-02 
41 411 2.971185e-01 0 0 1.386686e-01 1.070649e-01 1.035931e-01 7.917625e-02 1.012235e-01 6.917834e-02 
42 421 3.093366e-01 0 0 1.413113e-01 1.086189e-01 1.063675e-01 8.201168e-02 1.050541e-01 7.699496e-02 
43 431 3.155226e-01 0 0 1.400071e-01 1.060641e-01 1.059446e-01 8.329115e-02 1.054630e-01 8.358717e-02 
44 441 3.094833e-01 0 0 1.342308e-01 1.010392e-01 1.026078e-01 8.215711e-02 1.006042e-01 8.821047e-02 
45 451 3.072014e-01 0 0 1.319541e-01 9.792723e-02 1.011396e-01 8.078031e-02 1.012876e-01 8.823176e-02 
46 461 2.959148e-01 0 0 1.280811e-01 9.063109e-02 9.591791e-02 7.626737e-02 9.621979e-02 8.266850e-02 
47 471 2.579750e-01 0 0 1.111079e-01 7.747288e-02 8.209928e-02 6.817009e-02 8.184474e-02 7.132598e-02 
48 481 2.405283e-01 0 0 1.005789e-01 6.987741e-02 7.528067e-02 6.465303e-02 7.528547e-02 6.440855e-02 
49 491 2.628080e-01 0 0 1.187897e-01 7.473600e-02 9.380133e-02 7.464457e-02 8.562084e-02 7.004871e-02 
50 501 2.649109e-01 0 0 1.232432e-01 7.160565e-02 9.150102e-02 8.148912e-02 8.371682e-02 7.022787e-02 
51 511 2.481669e-01 0 0 1.132299e-01 6.462253e-02 8.366857e-02 7.655144e-02 7.558395e-02 6.570216e-02 
52 521 2.108786e-01 0 0 9.228580e-02 5.255256e-02 6.773350e-02 6.343533e-02 6.143679e-02 5.452574e-02 
53 531 2.182633e-01 0 0 9.319196e-02 5.290869e-02 6.811296e-02 6.542207e-02 6.383533e-02 5.572664e-02 
54 541 2.433938e-01 0 0 1.042623e-01 5.928752e-02 7.354499e-02 7.942946e-02 7.333391e-02 6.819525e-02 
55 551 2.391243e-01 0 0 9.938947e-02 5.618997e-02 7.021549e-02 7.880442e-02 6.967820e-02 6.549753e-02 
56 561 2.701883e-01 0 0 1.088988e-01 6.139070e-02 7.819067e-02 9.090624e-02 8.599998e-02 7.438258e-02 
57 571 3.071979e-01 0 0 1.234341e-01 6.897570e-02 8.563224e-02 1.030793e-01 1.141203e-01 8.513969e-02 
58 581 3.031153e-01 0 0 1.167126e-01 6.771865e-02 7.970897e-02 9.809505e-02 1.119862e-01 8.815763e-02 
59 591 2.810016e-01 0 0 1.061692e-01 6.272154e-02 7.082953e-02 8.891221e-02 1.040407e-01 8.016883e-02 
60 601 2.839118e-01 0 0 1.033994e-01 6.106007e-02 7.137018e-02 8.806473e-02 1.057916e-01 8.043618e-02 
61 611 2.920706e-01 0 0 1.073978e-01 6.096926e-02 7.349709e-02 8.926644e-02 1.177706e-01 8.081632e-02 
62 621 2.790422e-01 0 0 9.907172e-02 5.700176e-02 7.158230e-02 8.258566e-02 1.073783e-01 7.437821e-02 
63 631 2.858515e-01 0 0 1.007317e-01 5.673297e-02 7.433167e-02 9.210339e-02 1.075206e-01 8.034792e-02 
64 641 3.157636e-01 0 0 1.108679e-01 6.273041e-02 7.999396e-02 1.031981e-01 1.260244e-01 8.998335e-02 
65 651 3.812702e-01 0 0 1.345646e-01 7.931473e-02 9.954575e-02 1.259439e-01 1.603853e-01 1.202856e-01 
66 661 4.628372e-01 0 0 1.762484e-01 9.597841e-02 1.179358e-01 1.522917e-01 2.306565e-01 1.509629e-01 
67 671 5.232235e-01 0 0 1.942684e-01 1.104363e-01 1.335863e-01 1.649843e-01 2.593745e-01 1.719935e-01 
68 681 4.863314e-01 0 0 1.763652e-01 9.864247e-02 1.201972e-01 1.471060e-01 2.324210e-01 1.527405e-01 
69 691 4.674073e-01 0 0 1.680428e-01 9.144254e-02 1.144982e-01 1.332213e-01 2.204249e-01 1.432939e-01 
70 701 4.249392e-01 0 0 1.534702e-01 8.062181e-02 1.023600e-01 1.188795e-01 1.956801e-01 1.263895e-01 
71 711 3.750701e-01 0 0 1.294930e-01 6.930518e-02 8.467475e-02 1.018014e-01 1.637752e-01 1.047680e-01 
72 721 3.552216e-01 0 0 1.245912e-01 6.381807e-02 7.575945e-02 9.540249e-02 1.495449e-01 9.411515e-02 
73 731 3.251541e-01 0 0 1.090038e-01 5.557924e-02 6.539343e-02 8.541264e-02 1.255172e-01 8.051283e-02 
74 741 3.526367e-01 0 0 1.171169e-01 5.840418e-02 7.042998e-02 9.213332e-02 1.273016e-01 8.397244e-02 
75 751 4.142637e-01 0 0 1.368709e-01 6.646819e-02 8.980196e-02 1.050766e-01 1.533749e-01 9.608618e-02 
76 761 4.394043e-01 0 0 1.430202e-01 6.753832e-02 9.611909e-02 1.117834e-01 1.563146e-01 9.988217e-02 
77 771 4.604579e-01 0 0 1.433393e-01 7.004194e-02 1.059057e-01 1.136353e-01 1.515132e-01 9.909992e-02 
78 781 5.001966e-01 0 0 1.565540e-01 7.625805e-02 1.222759e-01 1.297556e-01 1.557863e-01 1.031127e-01 
79 791 4.563130e-01 0 0 1.363031e-01 6.801725e-02 1.103689e-01 1.155426e-01 1.321252e-01 8.983571e-02 
